listing_id,high,medium,low
7142618,0.324301926898,0.334973036068,0.340725037034
7210040,0.328142086021,0.335699139625,0.336158774354
7103890,0.319537192121,0.334180480967,0.346282326912
7143442,0.324156826462,0.334917164479,0.340926009058
6860601,0.318971693699,0.335115820186,0.345912486115
6840081,0.309942922242,0.331551322528,0.35850575523
6922337,0.323708527043,0.335371818025,0.340919654931
6913616,0.325566185445,0.334875785095,0.33955802946
6937820,0.325860789319,0.335696619143,0.338442591538
6893933,0.327158197502,0.334496864826,0.338344937672
6832604,0.316449032527,0.33414317182,0.349407795653
6915282,0.321554783598,0.334909347914,0.343535868488
7127565,0.320589296367,0.334578436087,0.344832267546
6827899,0.321190285416,0.33436002296,0.344449691623
6934855,0.31060219546,0.329769262763,0.359628541777
6861826,0.320357355021,0.33495518451,0.344687460469
6871643,0.325029053958,0.334576356075,0.340394589966
6842542,0.31297017979,0.333947843026,0.353081977184
6934145,0.320322184312,0.335066685253,0.344611130435
6829365,0.327577867359,0.335186089097,0.337236043544
7167858,0.325314681741,0.334509366415,0.340175951844
6859483,0.323523075619,0.334562443903,0.341914480478
6861377,0.323902089502,0.335132856533,0.340965053965
6848960,0.323277193529,0.335776235065,0.340946571406
6918850,0.321555010206,0.335503354429,0.342941635365
6916867,0.329045932081,0.335327310967,0.335626756952
6895840,0.32018554617,0.334917389967,0.344897063862
6813539,0.337759315282,0.333812631518,0.3284280532
7116900,0.322722981395,0.335215907618,0.342061110987
6890328,0.331662790874,0.333433173982,0.334904035144
6879406,0.324557509395,0.33665251702,0.338789973586
6824924,0.323593534463,0.33452875201,0.341877713528
6911302,0.331906406883,0.33365500395,0.334438589167
6918742,0.32726902594,0.335819735874,0.336911238186
6910586,0.312627533263,0.333558358977,0.35381410776
6821750,0.318902197483,0.334649811311,0.346447991206
6860647,0.324301926898,0.334973036068,0.340725037034
6932873,0.324333130121,0.335574703869,0.34009216601
6846053,0.321842840164,0.334995308751,0.343161851085
6940365,0.322524398837,0.335895265926,0.341580335237
6931867,0.318621988685,0.336754344251,0.344623667065
6876383,0.314371633694,0.333373681393,0.352254684913
6910980,0.325450596218,0.334769672742,0.33977973104
6880877,0.32711309618,0.335683191262,0.337203712558
6839552,0.323506297136,0.334312679089,0.342181023775
6838051,0.32873308957,0.335002740067,0.336264170363
6928201,0.338621893896,0.331923347257,0.329454758847
6945608,0.325375891985,0.336207178634,0.338416929381
6816147,0.32539077753,0.334491960206,0.340117262263
6868129,0.318587363633,0.334660846236,0.346751790131
6849448,0.326079709247,0.33465309823,0.339267192524
7113677,0.327412810114,0.33581832051,0.336768869377
6930856,0.319290172264,0.335470013197,0.34523981454
6889594,0.325564687268,0.334790079977,0.339645232756
6842682,0.321990711548,0.335459951973,0.342549336479
6880366,0.32920218525,0.335286309373,0.335511505376
6835063,0.311672166021,0.328148883307,0.360178950672
6820479,0.334054879674,0.332904572541,0.333040547785
6882057,0.317788376928,0.334384569058,0.347827054014
6834440,0.324102283144,0.335458594302,0.340439122555
6880846,0.314143614205,0.328536040572,0.357320345223
6847248,0.31470741913,0.334336932538,0.350955648332
6868368,0.317203439255,0.334945773658,0.347850787087
6943505,0.31987773271,0.33510482625,0.34501744104
7174304,0.323523075619,0.334562443903,0.341914480478
6880747,0.324763993768,0.336617304531,0.3386187017
6933565,0.321844565515,0.336068813659,0.342086620826
6888511,0.315933895763,0.328464009214,0.355602095023
6942704,0.321854009734,0.335539116323,0.342606873943
6840304,0.323591613703,0.334766587023,0.341641799274
6856860,0.315531332591,0.334331486383,0.350137181026
6884921,0.315772594635,0.333522443769,0.350704961597
6937417,0.317026297703,0.334755213827,0.34821848847
6831129,0.314344741652,0.328296162147,0.357359096202
6936660,0.329310566759,0.335632257647,0.335057175594
6940667,0.317654241503,0.334707724344,0.347638034153
7201307,0.311885625924,0.331694479612,0.356419894464
6825434,0.314687378868,0.334365203784,0.350947417348
6848114,0.330732564658,0.333725375986,0.335542059356
6947758,0.339792966829,0.333056115812,0.32715091736
6897002,0.327417389241,0.335108975676,0.337473635083
6926661,0.311404379797,0.334873072783,0.35372254742
6867411,0.326140361395,0.334621753178,0.339237885426
6910154,0.317449695603,0.33443828944,0.348112014957
7157900,0.319734326011,0.335017294096,0.345248379893
6922324,0.317355625176,0.335417038775,0.347227336049
6863068,0.318592136922,0.334207784957,0.347200078121
6912109,0.319348782598,0.33486168607,0.345789531331
6918609,0.314659368657,0.334006071536,0.351334559807
6889300,0.326708776726,0.334653087262,0.338638136012
6837794,0.326462057584,0.335120080407,0.338417862009
6943098,0.331343026044,0.334301640769,0.334355333187
6927601,0.323492140645,0.33503917375,0.341468685605
6897826,0.321180552987,0.334669815901,0.344149631111
6882892,0.31548251696,0.334867032394,0.349650450647
6873384,0.332947923641,0.336228208892,0.330823867467
6934693,0.323568940789,0.335382882888,0.341048176323
7224450,0.321221197353,0.335013740957,0.34376506169
6898157,0.314015154084,0.33457330046,0.351411545456
6837355,0.314834642326,0.334120636286,0.351044721388
6830595,0.33390055806,0.334989315104,0.331110126836
6943561,0.326298680876,0.335717504142,0.337983814981
6844380,0.327477778636,0.33517856756,0.337343653804
6814286,0.323448085858,0.334961397645,0.341590516497
6898520,0.326749566296,0.335261354815,0.337989078888
6940979,0.328171433365,0.335394713843,0.336433852793
6851090,0.331268050381,0.33611877386,0.332613175759
7107169,0.324173530991,0.33488342678,0.340943042229
6830287,0.328352557433,0.334727273263,0.336920169304
6933575,0.321411949878,0.334895118493,0.343692931629
6938972,0.321598205555,0.335372365981,0.343029428464
6888315,0.314541160377,0.334307583131,0.351151256492
6855106,0.319348782598,0.33486168607,0.345789531331
6838237,0.329440052116,0.33370520933,0.336854738554
6901024,0.322828508938,0.334676598744,0.342494892318
6846627,0.321357126632,0.33469058979,0.343952283578
7219857,0.311673003169,0.334526735775,0.353800261056
6852685,0.328115845778,0.334988564897,0.336895589325
6831610,0.317437178391,0.335129267335,0.347433554274
6943538,0.322614507951,0.336383566053,0.341001925996
6911637,0.31328804426,0.334244785327,0.352467170413
6854543,0.315291559191,0.333279452906,0.351428987903
6940451,0.323912013327,0.335670119368,0.340417867305
6819530,0.329367742611,0.334280128024,0.336352129365
7093396,0.320140194981,0.335442015706,0.344417789313
6840326,0.312906349812,0.331575763115,0.355517887073
6834204,0.311477031182,0.332897643994,0.355625324825
6902518,0.327088951308,0.334942459753,0.337968588939
6930253,0.318173486867,0.335356830777,0.346469682356
6828293,0.299171824598,0.326439166816,0.374389008586
7203744,0.346489895248,0.330896947447,0.322613157305
6816478,0.328204220688,0.335159410715,0.336636368596
6868890,0.318165379775,0.335067403587,0.346767216639
6879338,0.318726163275,0.334651235685,0.34662260104
6898532,0.326330873594,0.334600772774,0.339068353632
6899965,0.3252647621,0.334429648752,0.340305589148
7133875,0.314410806364,0.333547485636,0.352041707999
6822218,0.324173530991,0.33488342678,0.340943042229
6814018,0.328352557433,0.334727273263,0.336920169304
6896376,0.324876690583,0.33448709444,0.340636214977
6918670,0.324990298342,0.334877413831,0.340132287828
6867839,0.311885625924,0.331694479612,0.356419894464
6823554,0.313648064525,0.333436189335,0.35291574614
6934798,0.320347259563,0.333935259316,0.345717481121
6820823,0.326702494115,0.335384588048,0.337912917838
6880212,0.319692939105,0.33504393395,0.345263126945
6934814,0.321607232639,0.335167576411,0.343225190951
7254134,0.319457311915,0.33517381545,0.345368872635
6938303,0.325177011297,0.334832273433,0.339990715269
6813807,0.321972167457,0.334153288166,0.343874544377
6878604,0.3190890722,0.325845675108,0.355065252691
6876763,0.325622409402,0.33560881744,0.338768773158
6844352,0.313476437196,0.334206852861,0.352316709943
6915939,0.33255877913,0.336822427407,0.330618793463
7109370,0.32539077753,0.334491960206,0.340117262263
6855445,0.320781147201,0.33607138393,0.343147468869
6818668,0.327185690116,0.334502458076,0.338311851808
6836527,0.304656057607,0.327022015413,0.36832192698
6831717,0.316775948784,0.334767069779,0.348456981437
6937162,0.323823309447,0.334908904931,0.341267785622
6922876,0.314106725074,0.328797907375,0.357095367551
7109482,0.326233600753,0.33502342989,0.338742969357
6940972,0.324425289514,0.335416426915,0.340158283571
6883790,0.325305177244,0.335462351965,0.339232470792
6921643,0.323708527043,0.335371818025,0.340919654931
6935700,0.316901178707,0.334816225668,0.348282595625
6827025,0.321451040244,0.335994158937,0.342554800819
6943096,0.320322184312,0.335066685253,0.344611130435
7161468,0.322414865982,0.334511016003,0.343074118014
6879610,0.313947670045,0.3340349415,0.352017388456
6935762,0.323014147111,0.335486856506,0.341498996383
6925042,0.315705524005,0.334325863159,0.349968612836
7121050,0.316200758586,0.334519638001,0.349279603413
6821601,0.329410028995,0.334820980283,0.335768990722
6926810,0.314659368657,0.334006071536,0.351334559807
6946532,0.3141598997,0.334813768799,0.3510263315
6875171,0.331489816901,0.336014916708,0.332495266391
7096285,0.326133474708,0.334957744064,0.338908781227
6812321,0.323373873703,0.334477943337,0.342148182961
6822697,0.322586824843,0.329391840978,0.348021334179
6941294,0.312119672221,0.334307882093,0.353572445686
6873564,0.315949739734,0.325460192301,0.358590067966
6926791,0.318802554759,0.334926155902,0.346271289339
7142444,0.334275543624,0.331248652059,0.334475804318
6878128,0.329927901943,0.333332584159,0.336739513898
6927428,0.320499828922,0.336056573227,0.343443597852
6812674,0.310523142471,0.327907000506,0.361569857022
6881774,0.324574637669,0.336134157628,0.339291204703
7167797,0.316492131921,0.334457045882,0.349050822196
6865238,0.325164990483,0.335640478457,0.33919453106
6841710,0.32899449363,0.334654057406,0.336351448964
6856334,0.318549315659,0.325868808981,0.35558187536
6906462,0.316540091494,0.334590745716,0.34886916279
6837438,0.328352557433,0.334727273263,0.336920169304
6908277,0.323661583625,0.33464969934,0.341688717035
6841291,0.324256196918,0.333571426995,0.342172376086
6915178,0.325985117665,0.335384996394,0.338629885941
6893031,0.327477778636,0.33517856756,0.337343653804
6894985,0.32986636691,0.334839470514,0.335294162576
6931134,0.331160028533,0.335262702101,0.333577269366
6872264,0.324837947905,0.334869904223,0.340292147872
6816953,0.328352557433,0.334727273263,0.336920169304
7163518,0.336641970523,0.337399518352,0.325958511125
6893253,0.321398189615,0.334960056598,0.343641753787
6943822,0.324575698575,0.335761284711,0.339663016714
6946313,0.325465464663,0.335004481523,0.339530053813
6839443,0.321558284383,0.334567207357,0.34387450826
6911338,0.323576414621,0.335051255789,0.34137232959
7223877,0.334609884187,0.334400777303,0.33098933851
6917884,0.320989985359,0.334941094454,0.344068920187
6823126,0.31540633407,0.333922981756,0.350670684174
6939488,0.328996262743,0.335248236879,0.335755500378
7196924,0.323408733446,0.335025223916,0.341566042638
6905685,0.31787074706,0.334554395042,0.347574857898
6894092,0.319825577944,0.334970142252,0.345204279805
6812181,0.320868684607,0.334146115473,0.34498519992
6854610,0.3192499371,0.334872225448,0.345877837452
6873754,0.325998422282,0.335616624236,0.338384953482
6859181,0.347042862456,0.330514762443,0.322442375101
6825402,0.321215711711,0.334779049735,0.344005238554
6819526,0.314241231974,0.334452270102,0.351306497923
6896065,0.312627533263,0.333558358977,0.35381410776
6931793,0.322812888625,0.335326147993,0.341860963382
6907360,0.319028838282,0.334962495254,0.346008666464
6813182,0.322282222647,0.334492163412,0.343225613942
6823959,0.315958683696,0.334286667209,0.349754649095
6942189,0.330021385337,0.33606104794,0.333917566723
6844384,0.318508893681,0.334314883317,0.347176223003
6836888,0.332740852638,0.335171301789,0.332087845574
6917844,0.316412069968,0.334872152024,0.348715778008
6937842,0.323014147111,0.335486856506,0.341498996383
6926917,0.32416540238,0.334978283836,0.340856313784
7160740,0.327182772428,0.334871964601,0.337945262971
6936310,0.323014147111,0.335486856506,0.341498996383
6849109,0.327477778636,0.33517856756,0.337343653804
6831018,0.301863665989,0.334670322234,0.363466011776
6909842,0.313563248991,0.333181101958,0.353255649051
6861360,0.314380867893,0.334365270107,0.351253862
6883414,0.323192035142,0.33469239288,0.342115571978
6876026,0.324301926898,0.334973036068,0.340725037034
7095390,0.306711012336,0.327229514371,0.366059473294
6932265,0.336521351942,0.334431845794,0.329046802264
6870949,0.318308520587,0.335013371876,0.346678107537
6831335,0.32255598669,0.335256097606,0.342187915704
6895698,0.322723271447,0.334155535671,0.343121192882
6889889,0.327477778636,0.33517856756,0.337343653804
6876679,0.32573409309,0.336562049599,0.337703857311
6947097,0.321412309436,0.329010545572,0.349577144992
